UID,university,TID,Tuition and fees,CID,RID,year,RO_ID,rank_display,student_faculty_ratio,SID,GRE_ID,GRE Score,IELTS,Toefl,GPA,link
100691,University of Mons ,Type2,59254,CU17,R2,2022,RA_RO1,651-700,23,S1,GRE2,0,7.5,100,2.5,https://www.topuniversities.com/universities/university-mons
100692,University of New Brunswick,Type2,28835,CU8,R1,2022,RA_RO1,651-700,11,S1,GRE2,0,9,110,3.4,https://www.topuniversities.com/universities/university-new-brunswick
100693,University of New Mexico,Type2,42962,CU1,R1,2022,RA_RO1,651-700,9,S2,GRE4,326,8.5,117,2.7,https://www.topuniversities.com/universities/university-new-mexico
100694,University of Oklahoma,Type2,39943,CU1,R1,2022,RA_RO1,651-700,14,S2,GRE3,312,8.5,109,2.6,https://www.topuniversities.com/universities/university-oklahoma
100695,University of Oregon,Type2,45572,CU1,R1,2022,RA_RO1,651-700,13,S2,GRE3,306,6,117,2.5,https://www.topuniversities.com/universities/university-oregon
100696,University of Pecs,Type2,49663,CU63,R2,2022,RA_RO3,651-700,10,S2,GRE2,0,6.5,112,2.6,https://www.topuniversities.com/universities/university-pecs
100697,University of Portsmouth,Type2,30614,CU2,R2,2022,RA_RO1,651-700,16,S2,GRE2,0,8.5,98,2.6,https://www.topuniversities.com/universities/university-portsmouth
100698,University of Salamanca,Type2,26259,CU31,R2,2022,RA_RO3,651-700,13,S2,GRE2,0,8.5,104,2.9,https://www.topuniversities.com/universities/university-salamanca
100699,University of Trieste,Type2,56217,CU29,R2,2022,RA_RO3,651-700,22,S2,GRE2,0,7.5,100,2.5,https://www.topuniversities.com/universities/university-trieste
100700,University of Vermont,Type2,43664,CU1,R1,2022,RA_RO3,651-700,8,S2,GRE1,0,7,92,3.3,https://www.topuniversities.com/universities/university-vermont
100701,Universität Rostock,Type2,69023,CU12,R2,2022,RA_RO3,651-700,6,S2,GRE2,0,8,107,2.7,https://www.topuniversities.com/universities/universitat-rostock
100702,Université Claude Bernard Lyon 1,Type2,30537,CU11,R2,2022,RA_RO1,651-700,17,S4,GRE2,0,9,94,3.2,https://www.topuniversities.com/universities/universite-claude-bernard-lyon-1
100703,Zayed University,Type2,60623,CU34,R3,2022,RA_RO3,651-700,11,S1,GRE2,0,7,98,2.9,https://www.topuniversities.com/universities/zayed-university
100704,Abu Dhabi University,Type1,43548,CU34,R3,2022,RA_RO1,701-750,17,S3,GRE2,0,7.5,108,2.7,https://www.topuniversities.com/universities/abu-dhabi-university
100705,Ajman University,Type1,69461,CU34,R3,2022,RA_RO4,701-750,17,S1,GRE2,0,8,108,3.4,https://www.topuniversities.com/universities/ajman-university
100706,Al Ain University,Type1,38255,CU34,R3,2022,RA_RO3,701-750,15,S3,GRE2,0,6,115,2.9,https://www.topuniversities.com/universities/al-ain-university
100707,Beijing University of Technology,Type2,51152,CU5,R3,2022,RA_RO1,701-750,10,S2,GRE2,0,6,96,3.1,https://www.topuniversities.com/universities/beijing-university-technology
100708,Bogaziçi Üniversitesi,Type2,52013,CU60,R3,2022,RA_RO3,701-750,22,S2,GRE2,0,8.5,95,3.1,https://www.topuniversities.com/universities/bogazici-universitesi
100709,Brno University of Technology,Type2,69601,CU43,R2,2022,RA_RO1,701-750,13,S2,GRE2,0,7.5,106,2.7,https://www.topuniversities.com/universities/brno-university-technology
100710,Charles Darwin University ,Type2,50280,CU9,R4,2022,RA_RO1,701-750,23,S1,GRE2,0,7.5,104,3.1,https://www.topuniversities.com/universities/charles-darwin-university
100711,City University of New York,Type2,67672,CU1,R1,2022,RA_RO1,701-750,16,S4,GRE3,320,7.5,93,2.8,https://www.topuniversities.com/universities/city-university-new-york
100712,Gunma University,Type2,31188,CU7,R3,2022,RA_RO1,701-750,6,S1,GRE2,0,8.5,112,2.7,https://www.topuniversities.com/universities/gunma-university
100713,Indian Institute of Technology Bhubaneswar,Type2,59805,CU33,R3,2022,RA_RO1,701-750,13,S3,GRE2,0,6,92,3.4,https://www.topuniversities.com/universities/indian-institute-technology-bhubaneswar
100714,Instituto Tecnológico de Buenos Aires (ITBA),Type1,56008,CU16,R5,2022,RA_RO3,701-750,16,S3,GRE2,0,9,112,3.3,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba
100715,Istanbul Technical University,Type2,40903,CU60,R3,2022,RA_RO1,701-750,13,S2,GRE2,0,7,117,3.3,https://www.topuniversities.com/universities/istanbul-technical-university
100716,Jouf University,Type2,49324,CU26,R3,2022,RA_RO4,701-750,10,S2,GRE2,0,7,102,2.6,https://www.topuniversities.com/universities/jouf-university
100717,Lebanese University,Type2,34633,CU40,R3,2022,RA_RO4,701-750,15,S4,GRE2,0,7.5,111,2.6,https://www.topuniversities.com/universities/lebanese-university
100718,Middlesex University,Type2,38666,CU2,R2,2022,RA_RO3,701-750,17,S2,GRE2,0,8.5,92,2.7,https://www.topuniversities.com/universities/middlesex-university
100719,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Type2,38473,CU61,R2,2022,RA_RO1,701-750,,S2,GRE2,0,8.5,95,3,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute
100720,New Jersey Institute of Technology (NJIT),Type2,60040,CU1,R1,2022,RA_RO1,701-750,14,S1,GRE1,0,6.5,111,3,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit
100721,Northumbria University at Newcastle,Type2,67752,CU2,R2,2022,RA_RO1,701-750,15,S2,GRE2,0,7.5,92,2.6,https://www.topuniversities.com/universities/northumbria-university-newcastle
100722,Notre Dame University-Louaize NDU,Type1,36940,CU40,R3,2022,RA_RO3,701-750,10,S3,GRE2,0,7,110,3.1,https://www.topuniversities.com/universities/notre-dame-university-louaize-ndu
100723,O.P. Jindal Global University,Type1,56751,CU33,R3,2022,RA_RO1,701-750,8,S1,GRE2,0,8.5,101,2.9,https://www.topuniversities.com/universities/op-jindal-global-university
100724,Osaka Prefecture University ,Type2,28597,CU7,R3,2022,RA_RO1,701-750,9,S1,GRE2,0,8.5,102,2.5,https://www.topuniversities.com/universities/osaka-prefecture-university
100725,Philipps-Universität Marburg ,Type2,35188,CU12,R2,2022,RA_RO3,701-750,21,S2,GRE2,0,9,98,2.8,https://www.topuniversities.com/universities/philipps-universitat-marburg
100726,Plekhanov Russian University of Economics,Type2,53303,CU18,R2,2022,RA_RO1,701-750,9,S2,GRE2,0,7.5,95,2.5,https://www.topuniversities.com/universities/plekhanov-russian-university-economics
100727,Politecnico di Bari,Type2,45463,CU29,R2,2022,RA_RO3,701-750,8,S3,GRE2,0,8.5,106,3.3,https://www.topuniversities.com/universities/politecnico-di-bari
100728,Prince Mohammad Bin Fahd university,Type1,68536,CU26,R3,2022,RA_RO4,701-750,14,S3,GRE2,0,7,108,2.9,https://www.topuniversities.com/universities/prince-mohammad-bin-fahd-university
100729,Saint Petersburg Electrotechnical University ETU-LETI,Type2,46757,CU18,R2,2022,RA_RO1,701-750,9,S1,GRE2,0,6,114,3.1,https://www.topuniversities.com/universities/saint-petersburg-electrotechnical-university-etu-leti
100730,Stevens Institute of Technology,Type1,54081,CU1,R1,2022,RA_RO1,701-750,20,S1,GRE3,308,8.5,101,2.7,https://www.topuniversities.com/universities/stevens-institute-technology
100731,Sumy State University,Type2,51124,CU61,R2,2022,RA_RO3,701-750,9,S1,GRE2,0,6,90,3.1,https://www.topuniversities.com/universities/sumy-state-university
100732,Tokyo Metropolitan University,Type2,47698,CU7,R3,2022,RA_RO1,701-750,11,S1,GRE2,0,9,104,3.1,https://www.topuniversities.com/universities/tokyo-metropolitan-university
100733,Ufa State Aviation Technical University ,Type2,32756,CU18,R2,2022,RA_RO1,701-750,7,S1,GRE2,0,6,100,2.8,https://www.topuniversities.com/universities/ufa-state-aviation-technical-university
100734,Universidad Central de Venezuela,Type2,36164,CU70,R5,2022,RA_RO4,701-750,8,S4,GRE2,0,8.5,107,3.4,https://www.topuniversities.com/universities/universidad-central-de-venezuela
100735,Universidad Iberoamericana IBERO,Type1,31429,CU25,R5,2022,RA_RO4,701-750,12,S2,GRE2,0,6.5,111,2.5,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero
100736,Universidad de La Sabana,Type1,39752,CU39,R5,2022,RA_RO4,701-750,12,S2,GRE2,0,9,104,2.6,https://www.topuniversities.com/universities/universidad-de-la-sabana
100737,Universidad de San Andrés - UdeSA,Type1,64017,CU16,R5,2022,RA_RO4,701-750,9,S3,GRE2,0,8.5,104,3.3,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa
100738,Universidade de Santiago de Compostela,Type2,61954,CU31,R2,2022,RA_RO1,701-750,15,S2,GRE2,0,7,114,3.4,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela
100739,Universitat Rovira i Virgili,Type2,44698,CU31,R2,2022,RA_RO3,701-750,13,S2,GRE2,0,6.5,95,2.9,https://www.topuniversities.com/universities/universitat-rovira-i-virgili
100740,University of Bradford,Type2,33176,CU2,R2,2022,RA_RO1,701-750,17,S1,GRE2,0,7,112,2.7,https://www.topuniversities.com/universities/university-bradford
100741,University of Haifa,Type2,52993,CU35,R3,2022,RA_RO1,701-750,8,S2,GRE2,0,6,113,2.5,https://www.topuniversities.com/universities/university-haifa
100742,University of Houston,Type2,32264,CU1,R1,2022,RA_RO1,701-750,22,S4,GRE1,0,6,97,2.7,https://www.topuniversities.com/universities/university-houston
100743,University of Huddersfield,Type2,39243,CU2,R2,2022,RA_RO1,701-750,18,S2,GRE2,0,7,105,2.9,https://www.topuniversities.com/universities/university-huddersfield
100744,University of Modena and Reggio Emilia,Type2,30826,CU29,R2,2022,RA_RO3,701-750,31,S2,GRE2,0,8.5,90,2.5,https://www.topuniversities.com/universities/university-modena-reggio-emilia
100745,University of Southern Queensland ,Type2,57839,CU9,R4,2022,RA_RO1,701-750,23,S1,GRE2,0,8.5,105,3,https://www.topuniversities.com/universities/university-southern-queensland
100746,University of Westminster,Type2,35966,CU2,R2,2022,RA_RO3,701-750,20,S2,GRE2,0,7,115,2.9,https://www.topuniversities.com/universities/university-westminster
100747,University of Windsor,Type2,45222,CU8,R1,2022,RA_RO3,701-750,41,S2,GRE2,0,6.5,98,3.2,https://www.topuniversities.com/universities/university-windsor
100748,University of the Basque Country,Type2,68269,CU31,R2,2022,RA_RO1,701-750,11,S4,GRE2,0,7,116,3.4,https://www.topuniversities.com/universities/university-basque-country
100749,Universität Potsdam,Type2,30696,CU12,R2,2022,RA_RO1,701-750,15,S2,GRE2,0,6,100,2.5,https://www.topuniversities.com/universities/universitat-potsdam
100750,Université Côte d'Azur,Type2,58743,CU11,R2,2022,RA_RO3,701-750,23,S4,GRE2,0,8,106,2.5,https://www.topuniversities.com/universities/universite-cote-dazur
100751,Université de Sousse,Type2,39835,CU71,R6,2022,RA_RO4,701-750,7,S2,GRE2,0,8.5,104,2.5,https://www.topuniversities.com/universities/universite-de-sousse
100752,Virginia Commonwealth University,Type2,27695,CU1,R1,2022,RA_RO1,701-750,9,S2,GRE4,327,6,96,3,https://www.topuniversities.com/universities/virginia-commonwealth-university
100753,American University of the Middle East,Type1,61149,CU72,R3,2022,RA_RO4,751-800,13,S1,GRE2,0,7.5,110,2.8,https://www.topuniversities.com/universities/american-university-middle-east
100754,Belarusian National Technical University (BNTU),Type2,67303,CU44,R2,2022,RA_RO4,751-800,8,S2,GRE2,0,6,95,3.1,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu
100755,Bournemouth University,Type2,51404,CU2,R2,2022,RA_RO3,751-800,20,S2,GRE2,0,8.5,105,2.8,https://www.topuniversities.com/universities/bournemouth-university
100756,Chonnam National University,Type2,25131,CU10,R3,2022,RA_RO1,751-800,9,S2,GRE2,0,8.5,113,3.3,https://www.topuniversities.com/universities/chonnam-national-university
100757,Chungnam National University,Type2,37897,CU10,R3,2022,RA_RO1,751-800,10,S2,GRE2,0,7.5,98,3.1,https://www.topuniversities.com/universities/chungnam-national-university
100758,Clarkson University,Type1,46018,CU1,R1,2022,RA_RO1,751-800,14,S3,GRE4,305,8.5,109,2.6,https://www.topuniversities.com/universities/clarkson-university
100759,Dankook University ,Type1,30390,CU10,R3,2022,RA_RO3,751-800,8,S2,GRE2,0,6.5,90,2.9,https://www.topuniversities.com/universities/dankook-university
100760,Georgia State University,Type2,38658,CU1,R1,2022,RA_RO1,751-800,24,S4,GRE1,0,8.5,112,3.2,https://www.topuniversities.com/universities/georgia-state-university
100761,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Type2,49304,CU42,R3,2022,RA_RO1,751-800,13,S2,GRE2,0,7,112,3,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya
100762,Instituto Politécnico Nacional (IPN),Type2,36447,CU25,R5,2022,RA_RO1,751-800,16,S4,GRE2,0,7.5,113,2.8,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn
100763,Instituto Tecnológico Autónomo de México (ITAM),Type1,39695,CU25,R5,2022,RA_RO3,751-800,14,S1,GRE2,0,9,97,2.9,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam
100764,Jamia Millia Islamia,Type2,54239,CU33,R3,2022,RA_RO1,751-800,9,S1,GRE2,0,7.5,97,3.2,https://www.topuniversities.com/universities/jamia-millia-islamia
100765,Jinan University (China),Type2,45377,CU5,R3,2022,RA_RO1,751-800,17,S4,GRE2,0,7,103,2.7,https://www.topuniversities.com/universities/jinan-university-china
100766,Karaganda State Technical University,Type2,45395,CU32,R3,2022,RA_RO3,751-800,6,S1,GRE2,0,8,100,3,https://www.topuniversities.com/universities/karaganda-state-technical-university
100767,Keele University ,Type2,43910,CU2,R2,2022,RA_RO1,751-800,13,S1,GRE2,0,8,115,3.4,https://www.topuniversities.com/universities/keele-university
100768,Lanzhou University,Type2,57869,CU5,R3,2022,RA_RO1,751-800,11,S4,GRE2,0,7,111,3.4,https://www.topuniversities.com/universities/lanzhou-university
100769,"Manipal Academy of Higher Education, Manipal, Karnataka, India",Type1,64770,CU33,R3,2022,RA_RO3,751-800,9,S2,GRE2,0,7,100,3.2,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india
100770,Maynooth University,Type2,37085,CU22,R2,2022,RA_RO1,751-800,16,S1,GRE2,0,8,91,3.3,https://www.topuniversities.com/universities/maynooth-university
100771,Memorial University of Newfoundland,Type2,37881,CU8,R1,2022,RA_RO3,751-800,15,S2,GRE2,0,8,107,2.8,https://www.topuniversities.com/universities/memorial-university-newfoundland
100772,Northwest University (China),Type2,26337,CU5,R3,2022,RA_RO1,751-800,9,S2,GRE2,0,6,101,3.4,https://www.topuniversities.com/universities/northwest-university-china
100773,Pontificia Universidad Católica de Valparaíso,Type1,25046,CU28,R5,2022,RA_RO3,751-800,20,S2,GRE2,0,9,108,2.9,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso
100774,Princess Nourah bint Abdulrahman University,Type2,31328,CU26,R3,2022,RA_RO4,751-800,12,S2,GRE2,0,7,93,2.6,https://www.topuniversities.com/universities/princess-nourah-bint-abdulrahman-university
100775,Riga Technical University,Type2,33685,CU73,R2,2022,RA_RO1,751-800,12,S1,GRE2,0,8.5,91,3.2,https://www.topuniversities.com/universities/riga-technical-university
100776,Ritsumeikan University,Type1,43089,CU7,R3,2022,RA_RO3,751-800,17,S4,GRE2,0,7,116,2.5,https://www.topuniversities.com/universities/ritsumeikan-university
100777,Shiraz University,Type2,36102,CU51,R3,2022,RA_RO1,751-800,19,S2,GRE2,0,6.5,108,3.2,https://www.topuniversities.com/universities/shiraz-university
100778,Southern Cross University ,Type2,65690,CU9,R4,2022,RA_RO1,751-800,22,S1,GRE2,0,8.5,110,2.6,https://www.topuniversities.com/universities/southern-cross-university
100779,Tallinn University of Technology (TalTech),Type2,32937,CU46,R2,2022,RA_RO1,751-800,12,S1,GRE2,0,9,108,2.8,https://www.topuniversities.com/universities/tallinn-university-technology-taltech
100780,Temple University,Type2,28541,CU1,R1,2022,RA_RO1,751-800,12,S4,GRE4,335,8.5,105,3.3,https://www.topuniversities.com/universities/temple-university
100781,Universidad Adolfo Ibáñez,Type1,47305,CU28,R5,2022,RA_RO1,751-800,21,S1,GRE2,0,9,110,2.7,https://www.topuniversities.com/universities/universidad-adolfo-ibanez
100782,Universidad San Francisco de Quito (USFQ),Type1,54733,CU74,R5,2022,RA_RO4,751-800,11,S1,GRE2,0,6.5,113,3.4,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq
100783,Universidad Torcuato Di Tella,Type1,67257,CU16,R5,2022,RA_RO3,751-800,13,S3,GRE2,0,9,98,2.5,https://www.topuniversities.com/universities/universidad-torcuato-di-tella
100784,Universidad de la República (Udelar),Type2,29078,CU58,R5,2022,RA_RO3,751-800,12,S4,GRE2,0,7.5,108,3.1,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar
100785,Universidad del Rosario,Type1,29727,CU39,R5,2022,RA_RO1,751-800,13,S1,GRE2,0,8.5,105,2.9,https://www.topuniversities.com/universities/universidad-del-rosario
100786,Universidade Federal do Rio Grande Do Sul ,Type2,61989,CU27,R5,2022,RA_RO1,751-800,13,S4,GRE2,0,7.5,111,2.6,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul
100787,Universiti Tenaga Nasional (UNITEN),Type1,54702,CU14,R3,2022,RA_RO1,751-800,10,S3,GRE2,0,7,113,2.8,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten
100788,University Duesseldorf,Type2,56340,CU12,R2,2022,RA_RO3,751-800,9,S4,GRE2,0,7.5,110,2.8,https://www.topuniversities.com/universities/university-duesseldorf
100789,University at Albany SUNY,Type2,48598,CU1,R1,2022,RA_RO1,751-800,19,S2,GRE1,0,8.5,110,2.5,https://www.topuniversities.com/universities/university-albany-suny
100790,University of Brescia,Type2,49899,CU29,R2,2022,RA_RO1,751-800,20,S1,GRE2,0,8,99,2.5,https://www.topuniversities.com/universities/university-brescia
100791,University of Central Florida,Type2,65576,CU1,R1,2022,RA_RO1,751-800,25,S4,GRE1,0,8,98,3.1,https://www.topuniversities.com/universities/university-central-florida
100792,University of Denver,Type1,53364,CU1,R1,2022,RA_RO1,751-800,10,S1,GRE4,306,8,110,3.4,https://www.topuniversities.com/universities/university-denver1
100793,University of Greenwich,Type2,29249,CU2,R2,2022,RA_RO3,751-800,19,S2,GRE2,0,9,100,2.7,https://www.topuniversities.com/universities/university-greenwich
100794,"University of Maryland, Baltimore County",Type2,68395,CU1,R1,2022,RA_RO3,751-800,14,S1,GRE3,295,8,114,2.9,https://www.topuniversities.com/universities/university-maryland-baltimore-county
100795,University of Zagreb,Type2,29539,CU75,R2,2022,RA_RO1,751-800,11,S4,GRE2,0,7,114,3.4,https://www.topuniversities.com/universities/university-zagreb
100796,Università degli Studi di Perugia,Type2,53187,CU29,R2,2022,RA_RO1,751-800,24,S2,GRE2,0,6,101,3.2,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia
100797,Université de Sherbrooke,Type2,26011,CU8,R1,2022,RA_RO3,751-800,12,S2,GRE2,0,6,106,2.5,https://www.topuniversities.com/universities/universite-de-sherbrooke
100798,Vilnius Gediminas Technical University (VILNIUS TECH),Type2,69895,CU54,R2,2022,RA_RO1,751-800,10,S1,GRE2,0,7,108,2.9,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university-vilnius-tech
100799,Worcester Polytechnic Institute,Type1,63858,CU1,R1,2022,RA_RO1,751-800,14,S1,GRE4,325,6,92,2.6,https://www.topuniversities.com/universities/worcester-polytechnic-institute
100800,AGH University of Science and Technology,Type2,37172,CU47,R2,2022,RA_RO1,801-1000,10,S2,GRE2,0,7.5,94,2.5,https://www.topuniversities.com/universities/agh-university-science-technology
100801,Academician Y.A. Buketov Karaganda University,Type1,63076,CU32,R3,2022,RA_RO3,801-1000,9,S1,GRE2,0,6,93,3.1,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university
100802,"Adam Mickiewicz University, Poznań",Type2,26357,CU47,R2,2022,RA_RO1,801-1000,12,S4,GRE2,0,7.5,102,2.9,https://www.topuniversities.com/universities/adam-mickiewicz-university-poznan
100803,Ain Shams University ,Type2,35320,CU57,R6,2022,RA_RO3,801-1000,14,S4,GRE2,0,7,110,3,https://www.topuniversities.com/universities/ain-shams-university
100804,Ankara Üniversitesi,Type2,55642,CU60,R3,2022,RA_RO3,801-1000,17,S4,GRE2,0,8.5,112,3.1,https://www.topuniversities.com/universities/ankara-universitesi
100805,Anna University,Type2,63550,CU33,R3,2022,RA_RO1,801-1000,21,S2,GRE2,0,6,106,3.2,https://www.topuniversities.com/universities/anna-university
100806,Auburn University,Type2,52963,CU1,R1,2022,RA_RO1,801-1000,18,S2,GRE1,0,8,106,3.4,https://www.topuniversities.com/universities/auburn-university
100807,Australian Catholic University,Type2,67850,CU9,R4,2022,RA_RO1,801-1000,21,S2,GRE2,0,6.5,108,2.5,https://www.topuniversities.com/universities/australian-catholic-university
100808,Bangladesh University of Engineering and Technology,Type2,50978,CU76,R3,2022,RA_RO1,801-1000,13,S1,GRE2,0,7,99,2.7,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology
100809,Beijing Foreign Studies University,Type2,31762,CU5,R3,2022,RA_RO1,801-1000,11,S1,GRE2,0,7.5,92,3.3,https://www.topuniversities.com/universities/beijing-foreign-studies-university
100810,Beijing Jiaotong University,Type2,67318,CU5,R3,2022,RA_RO1,801-1000,13,S2,GRE2,0,6,109,2.9,https://www.topuniversities.com/universities/beijing-jiaotong-university
100811,Beijing University of Chinese Medicine,Type2,36329,CU5,R3,2022,RA_RO3,801-1000,10,S1,GRE2,0,7,90,2.5,https://www.topuniversities.com/universities/beijing-university-chinese-medicine
100812,Beijing University of Posts and Telecommunications,Type2,48849,CU5,R3,2022,RA_RO1,801-1000,14,S2,GRE2,0,8.5,104,2.5,https://www.topuniversities.com/universities/beijing-university-posts-telecommunications
100813,Beirut Arab University ,Type1,52848,CU40,R3,2022,RA_RO4,801-1000,12,S1,GRE2,0,9,93,2.5,https://www.topuniversities.com/universities/beirut-arab-university
100814,Bielefeld University,Type2,31962,CU12,R2,2022,RA_RO1,801-1000,17,S2,GRE2,0,6.5,103,3,https://www.topuniversities.com/universities/bielefeld-university
100815,Binghamton University SUNY,Type2,37135,CU1,R1,2022,RA_RO1,801-1000,20,S2,GRE3,312,9,90,2.6,https://www.topuniversities.com/universities/binghamton-university-suny
100816,Budapest University of Technology and Economics,Type2,28951,CU63,R2,2022,RA_RO1,801-1000,14,S2,GRE2,0,9,90,3.2,https://www.topuniversities.com/universities/budapest-university-technology-economics
100817,CY Cergy Paris University,Type2,61018,CU11,R2,2022,RA_RO1,801-1000,11,S1,GRE2,0,6,92,3.3,https://www.topuniversities.com/universities/cy-cergy-paris-university
100818,Ca' Foscari University of Venice ,Type2,40741,CU29,R2,2022,RA_RO1,801-1000,23,S2,GRE2,0,7,97,2.8,https://www.topuniversities.com/universities/ca-foscari-university-venice
100819,Catania University,Type2,47763,CU29,R2,2022,RA_RO1,801-1000,21,S2,GRE2,0,8.5,104,3.1,https://www.topuniversities.com/universities/catania-university
100820,Charles Sturt University ,Type2,26779,CU9,R4,2022,RA_RO1,801-1000,12,S1,GRE2,0,8,113,2.5,https://www.topuniversities.com/universities/charles-sturt-university
100821,Clemson University,Type2,53794,CU1,R1,2022,RA_RO1,801-1000,15,S2,GRE1,0,6.5,113,3,https://www.topuniversities.com/universities/clemson-university
100822,Corvinus University of Budapest,Type1,39681,CU63,R2,2022,RA_RO3,801-1000,24,S2,GRE2,0,7.5,115,2.6,https://www.topuniversities.com/universities/corvinus-university-budapest
100823,Cracow University of Technology (Politechnika Krakowska),Type2,42610,CU47,R2,2022,RA_RO1,801-1000,12,S2,GRE2,0,6.5,110,3,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska
100824,Czech University of Life Sciences in Prague,Type2,51537,CU43,R2,2022,RA_RO1,801-1000,16,S2,GRE2,0,7.5,117,3,https://www.topuniversities.com/universities/czech-university-life-sciences-prague
100825,De La Salle University,Type1,26239,CU53,R3,2022,RA_RO3,801-1000,15,S2,GRE2,0,8,112,2.8,https://www.topuniversities.com/universities/de-la-salle-university
100826,De Montfort University,Type2,57011,CU2,R2,2022,RA_RO3,801-1000,21,S2,GRE2,0,7,97,3,https://www.topuniversities.com/universities/de-montfort-university
100827,Edinburgh Napier University,Type2,64627,CU2,R2,2022,RA_RO3,801-1000,21,S2,GRE2,0,9,108,2.6,https://www.topuniversities.com/universities/edinburgh-napier-university
100828,Financial University under the Government of the Russian Federation,Type2,28479,CU18,R2,2022,RA_RO1,801-1000,10,S2,GRE2,0,6.5,104,3.3,https://www.topuniversities.com/universities/financial-university-under-government-russian-federation
100829,Florida International University,Type2,36635,CU1,R1,2022,RA_RO3,801-1000,16,S4,GRE4,310,8.5,109,2.6,https://www.topuniversities.com/universities/florida-international-university
100830,Fordham University ,Type1,68528,CU1,R1,2022,RA_RO3,801-1000,13,S2,GRE3,326,6,110,2.7,https://www.topuniversities.com/universities/fordham-university
100831,Gdańsk University of Technology,Type2,47187,CU47,R2,2022,RA_RO1,801-1000,10,S2,GRE2,0,8.5,114,3.2,https://www.topuniversities.com/universities/gdansk-university-technology
100832,George Mason University,Type2,60909,CU1,R1,2022,RA_RO1,801-1000,15,S2,GRE1,0,6,103,3,https://www.topuniversities.com/universities/george-mason-university
100833,German Jordanian University,Type2,33879,CU69,R3,2022,RA_RO1,801-1000,13,S3,GRE2,0,7,114,2.9,https://www.topuniversities.com/universities/german-jordanian-university
100834,Gulf University for Science and Technology,Type1,41795,CU72,R3,2022,RA_RO3,801-1000,13,S3,GRE2,0,9,95,2.8,https://www.topuniversities.com/universities/gulf-university-science-technology
100835,Hacettepe University ,Type2,31934,CU60,R3,2022,RA_RO3,801-1000,16,S4,GRE2,0,8,109,2.9,https://www.topuniversities.com/universities/hacettepe-university
100836,Harbin Engineering University,Type2,52039,CU5,R3,2022,RA_RO1,801-1000,19,S2,GRE2,0,9,117,2.8,https://www.topuniversities.com/universities/harbin-engineering-university
100837,Indiana University–Purdue University Indianapolis,Type2,63366,CU1,R1,2022,RA_RO3,801-1000,15,S2,GRE4,327,6,93,2.7,https://www.topuniversities.com/universities/indiana-university-purdue-university-indianapolis
100838,International Christian University,Type1,44649,CU7,R3,2022,RA_RO4,801-1000,15,S3,GRE2,0,7,100,2.7,https://www.topuniversities.com/universities/international-christian-university
100839,Islamic University of Madinah,Type2,63430,CU26,R3,2022,RA_RO5,801-1000,18,S2,GRE2,0,8,96,3.4,https://www.topuniversities.com/universities/islamic-university-madinah
100840,Istanbul University,Type2,64923,CU60,R3,2022,RA_RO3,801-1000,27,S4,GRE2,0,6.5,100,2.9,https://www.topuniversities.com/universities/istanbul-university
100841,Jordan University of Science & Technology,Type2,36946,CU69,R3,2022,RA_RO3,801-1000,15,S2,GRE2,0,6,96,3.3,https://www.topuniversities.com/universities/jordan-university-science-technology
100842,Kansas State University ,Type2,67089,CU1,R1,2022,RA_RO1,801-1000,14,S2,GRE1,0,9,99,2.6,https://www.topuniversities.com/universities/kansas-state-university
100843,Kasetsart University,Type2,37598,CU36,R3,2022,RA_RO3,801-1000,19,S4,GRE2,0,9,93,3.4,https://www.topuniversities.com/universities/kasetsart-university
100844,Kaunas University of Technology,Type2,58325,CU54,R2,2022,RA_RO1,801-1000,11,S1,GRE2,0,7.5,103,3,https://www.topuniversities.com/universities/kaunas-university-technology
100845,Kazakh Ablai Khan University of International Relations and World Languages,Type2,57413,CU32,R3,2022,RA_RO5,801-1000,10,S1,GRE2,0,9,95,2.7,https://www.topuniversities.com/universities/kazakh-ablai-khan-university-international-relations-world-languages
