university,year,rank_display,link,country,city,region,type,research_output,student_faculty_ratio,international_students,size,faculty_count,GRE Waiver,GRE Score,IELTS,Toefl,GPA,Tuition and fees,Acceptance Ratio,UID,CID,RID,SID,TID,GRE_ID,RO_ID
Universitat Rovira i Virgili,2022,701-750,https://www.topuniversities.com/universities/universitat-rovira-i-virgili,Spain,Tarragona,Europe,Public,High,13.0,1.746,L,1.027,Not Applicable,Not Applicable,8.0,111,3.400000000000001,25653,29.700000000000024,100739,CU31,R2,S2,Type2,GRE2,RA_RO3
University of Bradford,2022,701-750,https://www.topuniversities.com/universities/university-bradford,United Kingdom,Bradford,Europe,Public,Very High,17.0,2.27,M,500,Not Applicable,Not Applicable,7.0,96,3.400000000000001,58102,15.00000000000001,100740,CU2,R2,S1,Type2,GRE2,RA_RO1
University of Haifa,2022,701-750,https://www.topuniversities.com/universities/university-haifa,Israel,Haifa,Asia,Public,Very High,8.0,887,L,1.978,Not Applicable,Not Applicable,6.5,94,2.7,61473,29.400000000000023,100741,CU35,R3,S2,Type2,GRE2,RA_RO1
University of Houston,2022,701-750,https://www.topuniversities.com/universities/university-houston,United States,Houston,North America,Public,Very High,22.0,3.049,XL,1.702,Optional,295,7.0,109,2.6,25745,45.60000000000004,100742,CU1,R1,S4,Type2,GRE1,RA_RO1
University of Huddersfield,2022,701-750,https://www.topuniversities.com/universities/university-huddersfield,United Kingdom,Huddersfield,Europe,Public,Very High,18.0,3.827,L,816,Not Applicable,Not Applicable,7.0,109,3.3000000000000007,28594,43.500000000000036,100743,CU2,R2,S2,Type2,GRE2,RA_RO1
University of Modena and Reggio Emilia,2022,701-750,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,Public,High,31.0,1.066,L,684,Not Applicable,Not Applicable,6.5,115,2.6,49367,21.300000000000015,100744,CU29,R2,S2,Type2,GRE2,RA_RO3
University of Southern Queensland ,2022,701-750,https://www.topuniversities.com/universities/university-southern-queensland,Australia,Toowoomba,Oceania,Public,Very High,23.0,2.111,M,523,Not Applicable,Not Applicable,7.0,104,3.3000000000000007,45524,32.200000000000024,100745,CU9,R4,S1,Type2,GRE2,RA_RO1
University of Westminster,2022,701-750,https://www.topuniversities.com/universities/university-westminster,United Kingdom,London,Europe,Public,High,20.0,8.591,L,861,Not Applicable,Not Applicable,7.0,99,3.2000000000000006,36774,11.500000000000007,100746,CU2,R2,S2,Type2,GRE2,RA_RO3
University of Windsor,2022,701-750,https://www.topuniversities.com/universities/university-windsor,Canada,Windsor,North America,Public,High,41.0,2.414,L,323,Not Applicable,Not Applicable,7.5,91,3.1000000000000005,57194,10.400000000000006,100747,CU8,R1,S2,Type2,GRE2,RA_RO3
University of the Basque Country,2022,701-750,https://www.topuniversities.com/universities/university-basque-country,Spain,Leioa,Europe,Public,Very High,11.0,2.029,XL,3.5,Not Applicable,Not Applicable,9.0,114,3.2000000000000006,67362,34.70000000000003,100748,CU31,R2,S4,Type2,GRE2,RA_RO1
Universität Potsdam,2022,701-750,https://www.topuniversities.com/universities/universitat-potsdam,Germany,Potsdam,Europe,Public,Very High,15.0,2.719,L,1.224,Not Applicable,Not Applicable,7.0,114,2.7,50766,49.90000000000004,100749,CU12,R2,S2,Type2,GRE2,RA_RO1
Université Côte d'Azur,2022,701-750,https://www.topuniversities.com/universities/universite-cote-dazur,France,,Europe,Public,High,23.0,5.715,XL,1.343,Not Applicable,Not Applicable,6.0,112,2.9000000000000004,29249,44.900000000000034,100750,CU11,R2,S4,Type2,GRE2,RA_RO3
Université de Sousse,2022,701-750,https://www.topuniversities.com/universities/universite-de-sousse,Tunisia,Sousse,Africa,Public,Medium,7.0,431,L,3.345,Not Applicable,Not Applicable,6.0,111,3.1000000000000005,34250,36.90000000000003,100751,CU71,R6,S2,Type2,GRE2,RA_RO4
Virginia Commonwealth University,2022,701-750,https://www.topuniversities.com/universities/virginia-commonwealth-university,United States,Richmond,North America,Public,Very High,9.0,995,L,2.771,Optional,328,6.5,94,2.5,42362,47.60000000000004,100752,CU1,R1,S2,Type2,GRE1,RA_RO1
American University of the Middle East,2022,751-800,https://www.topuniversities.com/universities/american-university-middle-east,Kuwait,Egaila,Asia,Private,Medium,13.0,661,M,388,Not Applicable,Not Applicable,6.5,100,3.1000000000000005,61305,12.100000000000009,100753,CU72,R3,S1,Type1,GRE2,RA_RO4
Belarusian National Technical University (BNTU),2022,751-800,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu,Belarus,Minsk,Europe,Public,Medium,8.0,1.727,L,2.111,Not Applicable,Not Applicable,8.0,100,2.8000000000000003,50315,13.30000000000001,100754,CU44,R2,S2,Type2,GRE2,RA_RO4
Bournemouth University,2022,751-800,https://www.topuniversities.com/universities/bournemouth-university,United Kingdom,Poole,Europe,Public,High,20.0,3.075,L,773,Not Applicable,Not Applicable,8.5,108,2.5,27117,42.500000000000036,100755,CU2,R2,S2,Type2,GRE2,RA_RO3
Chonnam National University,2022,751-800,https://www.topuniversities.com/universities/chonnam-national-university,South Korea,Gwangju,Asia,Public,Very High,9.0,1.609,L,2.342,Not Applicable,Not Applicable,8.5,103,3.3000000000000007,62755,12.000000000000007,100756,CU10,R3,S2,Type2,GRE2,RA_RO1
Chungnam National University,2022,751-800,https://www.topuniversities.com/universities/chungnam-national-university,South Korea,Daejeon,Asia,Public,Very High,10.0,1.837,L,1.977,Not Applicable,Not Applicable,7.0,92,3.1000000000000005,42344,44.000000000000036,100757,CU10,R3,S2,Type2,GRE2,RA_RO1
Clarkson University,2022,751-800,https://www.topuniversities.com/universities/clarkson-university,United States,Potsdam,North America,Private,Very High,14.0,384,S,291,No,Not Required,6.0,96,3.2000000000000006,41043,12.800000000000008,100758,CU1,R1,S3,Type1,GRE4,RA_RO1
Dankook University ,2022,751-800,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,Private,High,8.0,1.122,L,2.936,Not Applicable,Not Applicable,8.0,112,3.2000000000000006,49725,43.80000000000004,100759,CU10,R3,S2,Type1,GRE2,RA_RO3
Georgia State University,2022,751-800,https://www.topuniversities.com/universities/georgia-state-university,United States,Atlanta,North America,Public,Very High,24.0,1.756,XL,1.281,Optional,321,7.0,96,3.1000000000000005,54640,35.60000000000003,100760,CU1,R1,S4,Type2,GRE1,RA_RO1
Institut Teknologi Sepuluh Nopember (ITS Surabaya),2022,751-800,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,Indonesia,Surabaya,Asia,Public,Very High,13.0,719,L,1.331,Not Applicable,Not Applicable,7.0,105,2.9000000000000004,29347,14.30000000000001,100761,CU42,R3,S2,Type2,GRE2,RA_RO1
Instituto Politécnico Nacional (IPN),2022,751-800,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn,Mexico,Ciudad de México,Latin America,Public,Very High,16.0,463,XL,8.262,Not Applicable,Not Applicable,7.5,111,2.7,26800,12.100000000000009,100762,CU25,R5,S4,Type2,GRE2,RA_RO1
Instituto Tecnológico Autónomo de México (ITAM),2022,751-800,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam,Mexico,Mexico City,Latin America,Private,High,14.0,65,M,416,Not Applicable,Not Applicable,6.0,94,3.400000000000001,33685,38.00000000000003,100763,CU25,R5,S1,Type1,GRE2,RA_RO3
Jamia Millia Islamia,2022,751-800,https://www.topuniversities.com/universities/jamia-millia-islamia,India,,Asia,Public,Very High,9.0,259,M,935,Not Applicable,Not Applicable,6.5,100,2.6,44748,28.200000000000024,100764,CU33,R3,S1,Type2,GRE2,RA_RO1
Jinan University (China),2022,751-800,https://www.topuniversities.com/universities/jinan-university-china,China (Mainland),Guangzhou,Asia,Public,Very High,17.0,11.95,XL,2.413,Not Applicable,Not Applicable,6.0,94,2.6,43567,3.3000000000000003,100765,CU5,R3,S4,Type2,GRE2,RA_RO1
Karaganda State Technical University,2022,751-800,https://www.topuniversities.com/universities/karaganda-state-technical-university,Kazakhstan,Karaganda,Asia,Public,High,6.0,430,M,1.052,Not Applicable,Not Applicable,9.0,93,3.400000000000001,36072,35.00000000000003,100766,CU32,R3,S1,Type2,GRE2,RA_RO3
Keele University ,2022,751-800,https://www.topuniversities.com/universities/keele-university,United Kingdom,Keele,Europe,Public,Very High,13.0,1.392,M,707,Not Applicable,Not Applicable,7.5,109,3.400000000000001,38644,7.600000000000004,100767,CU2,R2,S1,Type2,GRE2,RA_RO1
Lanzhou University,2022,751-800,https://www.topuniversities.com/universities/lanzhou-university,China (Mainland),Lanzhou,Asia,Public,Very High,11.0,391,XL,2.944,Not Applicable,Not Applicable,7.5,111,2.9000000000000004,45952,13.80000000000001,100768,CU5,R3,S4,Type2,GRE2,RA_RO1
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2022,751-800,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india,India,Manipal,Asia,Private,High,9.0,1.225,L,2.632,Not Applicable,Not Applicable,9.0,110,3.0000000000000004,31609,30.200000000000024,100769,CU33,R3,S2,Type1,GRE2,RA_RO3
Maynooth University,2022,751-800,https://www.topuniversities.com/universities/maynooth-university,Ireland,Maynooth,Europe,Public,Very High,16.0,1.335,M,686,Not Applicable,Not Applicable,7.5,106,2.5,55094,29.700000000000024,100770,CU22,R2,S1,Type2,GRE2,RA_RO1
Memorial University of Newfoundland,2022,751-800,https://www.topuniversities.com/universities/memorial-university-newfoundland,Canada,St. John's,North America,Public,High,15.0,3.4,L,1.089,Not Applicable,Not Applicable,7.0,114,2.6,47882,19.900000000000016,100771,CU8,R1,S2,Type2,GRE2,RA_RO3
Northwest University (China),2022,751-800,https://www.topuniversities.com/universities/northwest-university-china,China (Mainland),Xi'an,Asia,Public,Very High,9.0,1.009,L,2.457,Not Applicable,Not Applicable,7.5,91,2.7,53451,23.80000000000002,100772,CU5,R3,S2,Type2,GRE2,RA_RO1
Pontificia Universidad Católica de Valparaíso,2022,751-800,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso,Chile,Valparaíso,Latin America,Private,High,20.0,174,L,857,Not Applicable,Not Applicable,6.5,95,2.8000000000000003,52629,34.40000000000003,100773,CU28,R5,S2,Type1,GRE2,RA_RO3
Princess Nourah bint Abdulrahman University,2022,751-800,https://www.topuniversities.com/universities/princess-nourah-bint-abdulrahman-university,Saudi Arabia,,Asia,Public,Medium,12.0,4.408,L,2.324,Not Applicable,Not Applicable,8.5,108,2.8000000000000003,64261,7.0000000000000036,100774,CU26,R3,S2,Type2,GRE2,RA_RO4
Riga Technical University,2022,751-800,https://www.topuniversities.com/universities/riga-technical-university,Latvia,Riga,Europe,Public,Very High,12.0,2.197,M,891,Not Applicable,Not Applicable,8.0,96,2.6,60742,17.600000000000012,100775,CU73,R2,S1,Type2,GRE2,RA_RO1
Ritsumeikan University,2022,751-800,https://www.topuniversities.com/universities/ritsumeikan-university,Japan,Kyoto,Asia,Private,High,17.0,2.697,XL,2.095,Not Applicable,Not Applicable,8.0,113,3.2000000000000006,45847,25.70000000000002,100776,CU7,R3,S4,Type1,GRE2,RA_RO3
Shiraz University,2022,751-800,https://www.topuniversities.com/universities/shiraz-university,"Iran, Islamic Republic of",Shiraz,Asia,Public,Very High,19.0,128,L,695,Not Applicable,Not Applicable,6.5,102,2.7,33248,25.10000000000002,100777,CU51,R3,S2,Type2,GRE2,RA_RO1
Southern Cross University ,2022,751-800,https://www.topuniversities.com/universities/southern-cross-university,Australia,Lismore,Oceania,Public,Very High,22.0,3.034,M,446,Not Applicable,Not Applicable,8.0,94,3.400000000000001,37748,9.900000000000006,100778,CU9,R4,S1,Type2,GRE2,RA_RO1
Tallinn University of Technology (TalTech),2022,751-800,https://www.topuniversities.com/universities/tallinn-university-technology-taltech,Estonia,Tallinn,Europe,Public,Very High,12.0,1.29,M,699,Not Applicable,Not Applicable,9.0,91,3.1000000000000005,41849,25.50000000000002,100779,CU46,R2,S1,Type2,GRE2,RA_RO1
Temple University,2022,751-800,https://www.topuniversities.com/universities/temple-university,United States,Philadelphia,North America,Public,Very High,12.0,2.097,XL,2.767,No,Not Required,9.0,116,2.8000000000000003,56375,12.40000000000001,100780,CU1,R1,S4,Type2,GRE4,RA_RO1
Universidad Adolfo Ibáñez,2022,751-800,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,Chile,Santiago,Latin America,Private,Very High,21.0,479,M,510,Not Applicable,Not Applicable,6.0,91,3.400000000000001,45570,49.40000000000004,100781,CU28,R5,S1,Type1,GRE2,RA_RO1
Universidad San Francisco de Quito (USFQ),2022,751-800,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,Ecuador,Quito,Latin America,Private,Medium,11.0,159,M,815,Not Applicable,Not Applicable,7.5,91,2.7,30262,13.600000000000009,100782,CU74,R5,S1,Type1,GRE2,RA_RO4
Universidad Torcuato Di Tella,2022,751-800,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Argentina,Buenos Aires,Latin America,Private,High,13.0,459,S,187,Not Applicable,Not Applicable,7.5,94,3.0000000000000004,56687,12.500000000000009,100783,CU16,R5,S3,Type1,GRE2,RA_RO3
Universidad de la República (Udelar),2022,751-800,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,Uruguay,Montevideo,Latin America,Public,High,12.0,2.166,XL,6.407,Not Applicable,Not Applicable,9.0,94,2.6,27810,32.800000000000026,100784,CU58,R5,S4,Type2,GRE2,RA_RO3
Universidad del Rosario,2022,751-800,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,Private,Very High,13.0,119,M,857,Not Applicable,Not Applicable,8.5,108,3.0000000000000004,67150,43.10000000000004,100785,CU39,R5,S1,Type1,GRE2,RA_RO1
Universidade Federal do Rio Grande Do Sul ,2022,751-800,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul,Brazil,Porto Alegre,Latin America,Public,Very High,13.0,560,XL,3.196,Not Applicable,Not Applicable,8.5,100,2.6,51768,19.800000000000015,100786,CU27,R5,S4,Type2,GRE2,RA_RO1
Universiti Tenaga Nasional (UNITEN),2022,751-800,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten,Malaysia,Kajang,Asia,Private,Very High,10.0,652,S,469,Not Applicable,Not Applicable,9.0,101,2.6,61472,49.00000000000004,100787,CU14,R3,S3,Type1,GRE2,RA_RO1
University Duesseldorf,2022,751-800,https://www.topuniversities.com/universities/university-duesseldorf,Germany,Düsseldorf,Europe,Public,High,9.0,3.888,XL,3.854,Not Applicable,Not Applicable,8.0,115,3.3000000000000007,61564,20.900000000000016,100788,CU12,R2,S4,Type2,GRE2,RA_RO3
University at Albany SUNY,2022,751-800,https://www.topuniversities.com/universities/university-albany-suny,United States,Albany,North America,Public,Very High,19.0,1.216,L,821,Yes,313,8.5,117,3.3000000000000007,64202,31.900000000000027,100789,CU1,R1,S2,Type2,GRE3,RA_RO1
University of Brescia,2022,751-800,https://www.topuniversities.com/universities/university-brescia,Italy,Brescia,Europe,Public,Very High,20.0,1.003,M,523,Not Applicable,Not Applicable,9.0,114,3.0000000000000004,32161,31.900000000000027,100790,CU29,R2,S1,Type2,GRE2,RA_RO1
University of Central Florida,2022,751-800,https://www.topuniversities.com/universities/university-central-florida,United States,Orlando,North America,Public,Very High,25.0,2.562,XL,2.146,No,Not Required,8.0,91,3.2000000000000006,53479,7.300000000000004,100791,CU1,R1,S4,Type2,GRE4,RA_RO1
University of Denver,2022,751-800,https://www.topuniversities.com/universities/university-denver1,United States,Denver,North America,Private,Very High,10.0,599,M,1,Optional,306,6.5,110,2.9000000000000004,48356,12.100000000000009,100792,CU1,R1,S1,Type1,GRE1,RA_RO1
University of Greenwich,2022,751-800,https://www.topuniversities.com/universities/university-greenwich,United Kingdom,,Europe,Public,High,19.0,7.04,L,879,Not Applicable,Not Applicable,7.0,117,2.7,45252,20.700000000000017,100793,CU2,R2,S2,Type2,GRE2,RA_RO3
"University of Maryland, Baltimore County",2022,751-800,https://www.topuniversities.com/universities/university-maryland-baltimore-county,United States,Baltimore,North America,Public,High,14.0,1.074,M,834,Optional,331,9.0,107,2.7,35227,49.50000000000004,100794,CU1,R1,S1,Type2,GRE1,RA_RO3
University of Zagreb,2022,751-800,https://www.topuniversities.com/universities/university-zagreb,Croatia,Zagreb,Europe,Public,Very High,11.0,655,XL,5.259,Not Applicable,Not Applicable,6.0,112,3.0000000000000004,48971,26.40000000000002,100795,CU75,R2,S4,Type2,GRE2,RA_RO1
Università degli Studi di Perugia,2022,751-800,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia,Italy,Perugia,Europe,Public,Very High,24.0,1.453,L,1.031,Not Applicable,Not Applicable,6.5,109,2.7,59791,28.700000000000024,100796,CU29,R2,S2,Type2,GRE2,RA_RO1
Université de Sherbrooke,2022,751-800,https://www.topuniversities.com/universities/universite-de-sherbrooke,Canada,Sherbrooke,North America,Public,High,12.0,1.115,L,1.168,Not Applicable,Not Applicable,6.5,112,3.3000000000000007,52848,7.100000000000003,100797,CU8,R1,S2,Type2,GRE2,RA_RO3
Vilnius Gediminas Technical University (VILNIUS TECH),2022,751-800,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university-vilnius-tech,Lithuania,Vilnius,Europe,Public,Very High,10.0,1.19,M,822,Not Applicable,Not Applicable,7.5,111,3.0000000000000004,64461,12.40000000000001,100798,CU54,R2,S1,Type2,GRE2,RA_RO1
Worcester Polytechnic Institute,2022,751-800,https://www.topuniversities.com/universities/worcester-polytechnic-institute,United States,Worcester,North America,Private,Very High,14.0,837,M,432,No,Not Required,9.0,94,2.8000000000000003,64752,32.00000000000003,100799,CU1,R1,S1,Type1,GRE4,RA_RO1
AGH University of Science and Technology,2022,801-1000,https://www.topuniversities.com/universities/agh-university-science-technology,Poland,Krakow,Europe,Public,Very High,10.0,483,L,2.072,Not Applicable,Not Applicable,9.0,110,3.2000000000000006,64344,21.700000000000017,100800,CU47,R2,S2,Type2,GRE2,RA_RO1
Academician Y.A. Buketov Karaganda University,2022,801-1000,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university,Kazakhstan,Karaganda,Asia,Private,High,9.0,572,M,1.181,Not Applicable,Not Applicable,6.5,107,2.7,42013,18.900000000000013,100801,CU32,R3,S1,Type1,GRE2,RA_RO3
"Adam Mickiewicz University, Poznań",2022,801-1000,https://www.topuniversities.com/universities/adam-mickiewicz-university-poznan,Poland,Poznań,Europe,Public,Very High,12.0,1.157,XL,2.808,Not Applicable,Not Applicable,7.0,92,2.6,51099,46.90000000000004,100802,CU47,R2,S4,Type2,GRE2,RA_RO1
Ain Shams University ,2022,801-1000,https://www.topuniversities.com/universities/ain-shams-university,Egypt,Cairo,Africa,Public,High,14.0,9.128,XL,10.912,Not Applicable,Not Applicable,6.0,110,2.8000000000000003,65488,46.60000000000004,100803,CU57,R6,S4,Type2,GRE2,RA_RO3
Ankara Üniversitesi,2022,801-1000,https://www.topuniversities.com/universities/ankara-universitesi,Turkey,Ankara,Asia,Public,High,17.0,3.661,XL,3.719,Not Applicable,Not Applicable,9.0,100,2.9000000000000004,36694,34.00000000000003,100804,CU60,R3,S4,Type2,GRE2,RA_RO3
Anna University,2022,801-1000,https://www.topuniversities.com/universities/anna-university,India,Chennai,Asia,Public,Very High,21.0,197,L,730,Not Applicable,Not Applicable,7.5,101,2.9000000000000004,59670,29.200000000000024,100805,CU33,R3,S2,Type2,GRE2,RA_RO1
Auburn University,2022,801-1000,https://www.topuniversities.com/universities/auburn-university,United States,Auburn,North America,Public,Very High,18.0,2.283,L,1.507,Yes,313,9.0,90,2.8000000000000003,49414,33.50000000000003,100806,CU1,R1,S2,Type2,GRE3,RA_RO1
Australian Catholic University,2022,801-1000,https://www.topuniversities.com/universities/australian-catholic-university,Australia,Melbourne,Oceania,Public,Very High,21.0,4.788,L,1.109,Not Applicable,Not Applicable,6.5,107,3.2000000000000006,63939,3.3000000000000003,100807,CU9,R4,S2,Type2,GRE2,RA_RO1
Bangladesh University of Engineering and Technology,2022,801-1000,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology,Bangladesh,Dhaka,Asia,Public,Very High,13.0,11,M,486,Not Applicable,Not Applicable,6.5,101,2.8000000000000003,69204,48.60000000000004,100808,CU76,R3,S1,Type2,GRE2,RA_RO1
Beijing Foreign Studies University,2022,801-1000,https://www.topuniversities.com/universities/beijing-foreign-studies-university,China (Mainland),Beijing,Asia,Public,Very High,11.0,1.559,M,923,Not Applicable,Not Applicable,6.0,107,3.3000000000000007,42063,25.10000000000002,100809,CU5,R3,S1,Type2,GRE2,RA_RO1
Beijing Jiaotong University,2022,801-1000,https://www.topuniversities.com/universities/beijing-jiaotong-university,China (Mainland),Beijing,Asia,Public,Very High,13.0,2.504,L,2.111,Not Applicable,Not Applicable,6.5,98,3.400000000000001,36647,41.500000000000036,100810,CU5,R3,S2,Type2,GRE2,RA_RO1
Beijing University of Chinese Medicine,2022,801-1000,https://www.topuniversities.com/universities/beijing-university-chinese-medicine,China (Mainland),Beijing,Asia,Public,High,10.0,904,M,1.148,Not Applicable,Not Applicable,7.5,94,2.6,67329,31.200000000000024,100811,CU5,R3,S1,Type2,GRE2,RA_RO3
Beijing University of Posts and Telecommunications,2022,801-1000,https://www.topuniversities.com/universities/beijing-university-posts-telecommunications,China (Mainland),Beijing,Asia,Public,Very High,14.0,350,L,1.486,Not Applicable,Not Applicable,8.5,96,2.8000000000000003,53450,22.30000000000002,100812,CU5,R3,S2,Type2,GRE2,RA_RO1
Beirut Arab University ,2022,801-1000,https://www.topuniversities.com/universities/beirut-arab-university,Lebanon,Beirut,Asia,Private,Medium,12.0,1.22,M,561,Not Applicable,Not Applicable,6.5,96,2.5,67401,18.700000000000014,100813,CU40,R3,S1,Type1,GRE2,RA_RO4
Bielefeld University,2022,801-1000,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,Public,Very High,17.0,1.817,L,1.501,Not Applicable,Not Applicable,7.0,102,2.5,37881,39.00000000000003,100814,CU12,R2,S2,Type2,GRE2,RA_RO1
Binghamton University SUNY,2022,801-1000,https://www.topuniversities.com/universities/binghamton-university-suny,United States,Binghamton,North America,Public,Very High,20.0,1.833,L,849,Optional,320,8.0,97,3.2000000000000006,53794,22.30000000000002,100815,CU1,R1,S2,Type2,GRE1,RA_RO1
Budapest University of Technology and Economics,2022,801-1000,https://www.topuniversities.com/universities/budapest-university-technology-economics,Hungary,Budapest,Europe,Public,Very High,14.0,1.988,L,1.32,Not Applicable,Not Applicable,6.5,114,2.7,51463,15.900000000000011,100816,CU63,R2,S2,Type2,GRE2,RA_RO1
CY Cergy Paris University,2022,801-1000,https://www.topuniversities.com/universities/cy-cergy-paris-university,France,,Europe,Public,Very High,11.0,1.789,M,790,Not Applicable,Not Applicable,7.0,117,2.6,40470,5.200000000000002,100817,CU11,R2,S1,Type2,GRE2,RA_RO1
Ca' Foscari University of Venice ,2022,801-1000,https://www.topuniversities.com/universities/ca-foscari-university-venice,Italy,Venice,Europe,Public,Very High,23.0,1.333,L,753,Not Applicable,Not Applicable,6.5,93,2.6,44974,7.900000000000004,100818,CU29,R2,S2,Type2,GRE2,RA_RO1
Catania University,2022,801-1000,https://www.topuniversities.com/universities/catania-university,Italy,Catania,Europe,Public,Very High,21.0,230,L,1.234,Not Applicable,Not Applicable,6.0,105,3.2000000000000006,46129,13.70000000000001,100819,CU29,R2,S2,Type2,GRE2,RA_RO1
Charles Sturt University ,2022,801-1000,https://www.topuniversities.com/universities/charles-sturt-university,Australia,Thurgoona,Oceania,Public,Very High,12.0,4.862,M,971,Not Applicable,Not Applicable,8.0,96,2.9000000000000004,63718,32.50000000000003,100820,CU9,R4,S1,Type2,GRE2,RA_RO1
Clemson University,2022,801-1000,https://www.topuniversities.com/universities/clemson-university,United States,Clemson,North America,Public,Very High,15.0,1.418,L,1.558,No,Not Required,8.5,107,3.1000000000000005,66414,12.600000000000009,100821,CU1,R1,S2,Type2,GRE4,RA_RO1
Corvinus University of Budapest,2022,801-1000,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,Private,High,24.0,1.332,L,533,Not Applicable,Not Applicable,8.0,107,3.2000000000000006,37384,37.00000000000003,100822,CU63,R2,S2,Type1,GRE2,RA_RO3
Cracow University of Technology (Politechnika Krakowska),2022,801-1000,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,Public,Very High,12.0,284,L,1.071,Not Applicable,Not Applicable,7.0,113,3.1000000000000005,49011,16.400000000000013,100823,CU47,R2,S2,Type2,GRE2,RA_RO1
Czech University of Life Sciences in Prague,2022,801-1000,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,Czech Republic,,Europe,Public,Very High,16.0,3.113,L,932,Not Applicable,Not Applicable,9.0,102,2.6,57899,21.000000000000014,100824,CU43,R2,S2,Type2,GRE2,RA_RO1
De La Salle University,2022,801-1000,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,Private,High,15.0,356,L,788,Not Applicable,Not Applicable,7.5,97,2.6,58566,12.500000000000009,100825,CU53,R3,S2,Type1,GRE2,RA_RO3
De Montfort University,2022,801-1000,https://www.topuniversities.com/universities/de-montfort-university,United Kingdom,Leicester,Europe,Public,High,21.0,9.344,L,1.221,Not Applicable,Not Applicable,6.5,102,3.400000000000001,66708,30.600000000000023,100826,CU2,R2,S2,Type2,GRE2,RA_RO3
Edinburgh Napier University,2022,801-1000,https://www.topuniversities.com/universities/edinburgh-napier-university,United Kingdom,Edinburgh,Europe,Public,High,21.0,3.992,L,613,Not Applicable,Not Applicable,6.0,107,2.7,58477,45.70000000000004,100827,CU2,R2,S2,Type2,GRE2,RA_RO3
Financial University under the Government of the Russian Federation,2022,801-1000,https://www.topuniversities.com/universities/financial-university-under-government-russian-federation,Russia,Moscow,Europe,Public,Very High,10.0,1.262,L,2.033,Not Applicable,Not Applicable,6.5,92,2.9000000000000004,27186,3.2,100828,CU18,R2,S2,Type2,GRE2,RA_RO1
Florida International University,2022,801-1000,https://www.topuniversities.com/universities/florida-international-university,United States,Miami,North America,Public,High,16.0,3.575,XL,2.221,No,Not Required,8.0,98,2.9000000000000004,29904,20.000000000000014,100829,CU1,R1,S4,Type2,GRE4,RA_RO3
Fordham University ,2022,801-1000,https://www.topuniversities.com/universities/fordham-university,United States,New York City,North America,Private,High,13.0,1.982,L,1.123,Yes,311,7.5,92,2.9000000000000004,65784,28.50000000000002,100830,CU1,R1,S2,Type1,GRE3,RA_RO3
Gdańsk University of Technology,2022,801-1000,https://www.topuniversities.com/universities/gdansk-university-technology,Poland,Gdańsk,Europe,Public,Very High,10.0,488,L,1.187,Not Applicable,Not Applicable,8.0,105,3.0000000000000004,62444,41.500000000000036,100831,CU47,R2,S2,Type2,GRE2,RA_RO1
George Mason University,2022,801-1000,https://www.topuniversities.com/universities/george-mason-university,United States,Fairfax,North America,Public,Very High,15.0,2.737,L,2.011,Optional,293,6.0,116,3.1000000000000005,35088,47.50000000000004,100832,CU1,R1,S2,Type2,GRE1,RA_RO1
German Jordanian University,2022,801-1000,https://www.topuniversities.com/universities/german-jordanian-university,Jordan,,Asia,Public,Very High,13.0,537,S,357,Not Applicable,Not Applicable,6.0,104,2.8000000000000003,27143,7.600000000000004,100833,CU69,R3,S3,Type2,GRE2,RA_RO1
Gulf University for Science and Technology,2022,801-1000,https://www.topuniversities.com/universities/gulf-university-science-technology,Kuwait,Kuwait City,Asia,Private,High,13.0,332,S,184,Not Applicable,Not Applicable,7.0,114,2.9000000000000004,35511,36.40000000000003,100834,CU72,R3,S3,Type1,GRE2,RA_RO3
