UID,university,TID,CID,RID,RO_ID,SID,rank_display,student_faculty_ratio,GRE_ID,GRE Score,IELTS,Toefl,GPA,link
100659,Free University of Bozen-Bolzano,Type2,CU29,R2,RA_RO1,S3,651-700,15,GRE2,Not Applicable,7.5,96,2.6,https://www.topuniversities.com/universities/free-university-bozen-bolzano
100660,Howard University,Type1,CU1,R1,RA_RO3,S1,651-700,8,GRE3,327,7.5,97,2.6,https://www.topuniversities.com/universities/howard-university
100661,Immanuel Kant Baltic Federal University,Type2,CU18,R2,RA_RO3,S1,651-700,8,GRE2,Not Applicable,9,100,2.6,https://www.topuniversities.com/universities/immanuel-kant-baltic-federal-university
100662,International Islamic University Malaysia (IIUM),Type2,CU14,R3,RA_RO3,S2,651-700,14,GRE2,Not Applicable,6,112,2.8,https://www.topuniversities.com/universities/international-islamic-university-malaysia-iium
100663,Jadavpur University,Type2,CU33,R3,RA_RO1,S1,651-700,15,GRE2,Not Applicable,7,104,3.2,https://www.topuniversities.com/universities/jadavpur-university
100664,Kagoshima University,Type2,CU7,R3,RA_RO3,S1,651-700,8,GRE2,Not Applicable,6,108,2.8,https://www.topuniversities.com/universities/kagoshima-university
100665,Karl-Franzens-Universitaet Graz,Type2,CU30,R2,RA_RO1,S2,651-700,14,GRE2,Not Applicable,7,96,2.7,https://www.topuniversities.com/universities/karl-franzens-universitaet-graz
100666,King Khalid University,Type2,CU26,R3,RA_RO3,S4,651-700,11,GRE2,Not Applicable,7.5,98,2.9,https://www.topuniversities.com/universities/king-khalid-university
100667,Lahore University of Management Sciences (LUMS),Type1,CU49,R3,RA_RO1,S3,651-700,10,GRE2,Not Applicable,6.5,100,3.1,https://www.topuniversities.com/universities/lahore-university-management-sciences-lums
100668,Lobachevsky University,Type2,CU18,R2,RA_RO1,S2,651-700,9,GRE2,Not Applicable,8,98,3,https://www.topuniversities.com/universities/lobachevsky-university
100669,Macau University of Science and Technology,Type1,CU48,R3,RA_RO1,S1,651-700,22,GRE2,Not Applicable,7,107,3.1,https://www.topuniversities.com/universities/macau-university-science-technology
100670,Michigan Technological University,Type2,CU1,R1,RA_RO1,S1,651-700,12,GRE3,333,6,108,2.9,https://www.topuniversities.com/universities/michigan-technological-university
100671,National Chung Hsing University,Type2,CU15,R3,RA_RO1,S2,651-700,12,GRE2,Not Applicable,6,108,2.7,https://www.topuniversities.com/universities/national-chung-hsing-university
100672,National Technical University   Kharkiv Polytechnic Institute ,Type2,CU61,R2,RA_RO2,S1,651-700,8,GRE2,Not Applicable,7,95,2.9,https://www.topuniversities.com/universities/national-technical-university-kharkiv-polytechnic-institute
100673,National and Kapodistrian University of Athens,Type2,CU55,R2,RA_RO1,S4,651-700,31,GRE2,Not Applicable,6,90,3.3,https://www.topuniversities.com/universities/national-kapodistrian-university-athens
100674,Pontifícia Universidade Católica do Rio de Janeiro,Type1,CU27,R5,RA_RO1,S1,651-700,16,GRE2,Not Applicable,8,112,2.8,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-de-janeiro
100675,Sechenov University,Type2,CU18,R2,RA_RO1,S2,651-700,8,GRE2,Not Applicable,6.5,102,3,https://www.topuniversities.com/universities/sechenov-university
100676,Sunway University,Type1,CU14,R3,RA_RO1,S3,651-700,8,GRE2,Not Applicable,6,114,2.8,https://www.topuniversities.com/universities/sunway-university
100677,Syracuse University,Type1,CU1,R1,RA_RO1,S2,651-700,14,GRE3,319,6,94,3.4,https://www.topuniversities.com/universities/syracuse-university
100678,Tokushima University,Type2,CU7,R3,RA_RO1,S1,651-700,8,GRE2,Not Applicable,6,94,2.5,https://www.topuniversities.com/universities/tokushima-university
100679,Ulster University,Type2,CU2,R2,RA_RO1,S2,651-700,13,GRE2,Not Applicable,8.5,90,2.5,https://www.topuniversities.com/universities/ulster-university
100680,Universidad ICESI,Type1,CU39,R5,RA_RO4,S1,651-700,8,GRE2,Not Applicable,8,106,3.2,https://www.topuniversities.com/universities/universidad-icesi
100681,Universidad Peruana Cayetano Heredia (UPCH),Type1,CU52,R5,RA_RO1,S1,651-700,7,GRE2,Not Applicable,9,109,3.2,https://www.topuniversities.com/universities/universidad-peruana-cayetano-heredia-upch
100682,Universidad Pontificia Bolivariana ,Type1,CU39,R5,RA_RO1,S1,651-700,9,GRE2,Not Applicable,9,100,2.9,https://www.topuniversities.com/universities/universidad-pontificia-bolivariana
100683,Universidad de Antioquia,Type2,CU39,R5,RA_RO3,S4,651-700,22,GRE2,Not Applicable,8,102,3,https://www.topuniversities.com/universities/universidad-de-antioquia
100684,Universidade Federal de Minas Gerais      ,Type2,CU27,R5,RA_RO1,S4,651-700,15,GRE2,Not Applicable,6.5,115,3,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais
100685,Universiti Teknologi MARA - UiTM,Type2,CU14,R3,RA_RO1,S4,651-700,15,GRE2,Not Applicable,8.5,104,2.8,https://www.topuniversities.com/universities/universiti-teknologi-mara-uitm
100686,University of Crete,Type2,CU55,R2,RA_RO3,S2,651-700,32,GRE2,Not Applicable,7.5,116,2.9,https://www.topuniversities.com/universities/university-crete
100687,University of Hull,Type2,CU2,R2,RA_RO3,S2,651-700,13,GRE2,Not Applicable,7,109,2.9,https://www.topuniversities.com/universities/university-hull
100688,University of Hyderabad,Type2,CU33,R3,RA_RO3,S1,651-700,13,GRE2,Not Applicable,6.5,116,3.4,https://www.topuniversities.com/universities/university-hyderabad
100689,University of Kentucky,Type2,CU1,R1,RA_RO1,S2,651-700,12,GRE3,321,8,92,3.2,https://www.topuniversities.com/universities/university-kentucky
100690,University of Massachusetts Boston,Type2,CU1,R1,RA_RO1,S2,651-700,15,GRE4,302,7,101,2.6,https://www.topuniversities.com/universities/university-massachusetts-boston
100691,University of Mons ,Type2,CU17,R2,RA_RO1,S1,651-700,23,GRE2,Not Applicable,6,105,3.3,https://www.topuniversities.com/universities/university-mons
100692,University of New Brunswick,Type2,CU8,R1,RA_RO1,S1,651-700,11,GRE2,Not Applicable,9,102,3.1,https://www.topuniversities.com/universities/university-new-brunswick
100693,University of New Mexico,Type2,CU1,R1,RA_RO1,S2,651-700,9,GRE3,320,6.5,102,2.5,https://www.topuniversities.com/universities/university-new-mexico
100694,University of Oklahoma,Type2,CU1,R1,RA_RO1,S2,651-700,14,GRE4,331,7,98,2.7,https://www.topuniversities.com/universities/university-oklahoma
100695,University of Oregon,Type2,CU1,R1,RA_RO1,S2,651-700,13,GRE3,307,7.5,98,3.4,https://www.topuniversities.com/universities/university-oregon
100696,University of Pecs,Type2,CU63,R2,RA_RO3,S2,651-700,10,GRE2,Not Applicable,8.5,108,3.3,https://www.topuniversities.com/universities/university-pecs
100697,University of Portsmouth,Type2,CU2,R2,RA_RO1,S2,651-700,16,GRE2,Not Applicable,7.5,103,2.6,https://www.topuniversities.com/universities/university-portsmouth
100698,University of Salamanca,Type2,CU31,R2,RA_RO3,S2,651-700,13,GRE2,Not Applicable,7,90,3.3,https://www.topuniversities.com/universities/university-salamanca
100699,University of Trieste,Type2,CU29,R2,RA_RO3,S2,651-700,22,GRE2,Not Applicable,9,113,2.8,https://www.topuniversities.com/universities/university-trieste
100700,University of Vermont,Type2,CU1,R1,RA_RO3,S2,651-700,8,GRE3,294,8.5,104,3.3,https://www.topuniversities.com/universities/university-vermont
100701,Universität Rostock,Type2,CU12,R2,RA_RO3,S2,651-700,6,GRE2,Not Applicable,6.5,116,3.2,https://www.topuniversities.com/universities/universitat-rostock
100702,Université Claude Bernard Lyon 1,Type2,CU11,R2,RA_RO1,S4,651-700,17,GRE2,Not Applicable,8.5,99,3.2,https://www.topuniversities.com/universities/universite-claude-bernard-lyon-1
100703,Zayed University,Type2,CU34,R3,RA_RO3,S1,651-700,11,GRE2,Not Applicable,6,94,2.7,https://www.topuniversities.com/universities/zayed-university
100704,Abu Dhabi University,Type1,CU34,R3,RA_RO1,S3,701-750,17,GRE2,Not Applicable,7.5,98,2.5,https://www.topuniversities.com/universities/abu-dhabi-university
100705,Ajman University,Type1,CU34,R3,RA_RO4,S1,701-750,17,GRE2,Not Applicable,8.5,109,3.4,https://www.topuniversities.com/universities/ajman-university
100706,Al Ain University,Type1,CU34,R3,RA_RO3,S3,701-750,15,GRE2,Not Applicable,9,109,2.7,https://www.topuniversities.com/universities/al-ain-university
100707,Beijing University of Technology,Type2,CU5,R3,RA_RO1,S2,701-750,10,GRE2,Not Applicable,6,92,3,https://www.topuniversities.com/universities/beijing-university-technology
100708,Bogaziçi Üniversitesi,Type2,CU60,R3,RA_RO3,S2,701-750,22,GRE2,Not Applicable,7,110,3.4,https://www.topuniversities.com/universities/bogazici-universitesi
100709,Brno University of Technology,Type2,CU43,R2,RA_RO1,S2,701-750,13,GRE2,Not Applicable,9,104,3.1,https://www.topuniversities.com/universities/brno-university-technology
100710,Charles Darwin University ,Type2,CU9,R4,RA_RO1,S1,701-750,23,GRE2,Not Applicable,8.5,95,2.6,https://www.topuniversities.com/universities/charles-darwin-university
100711,City University of New York,Type2,CU1,R1,RA_RO1,S4,701-750,16,GRE4,320,7,111,3,https://www.topuniversities.com/universities/city-university-new-york
100712,Gunma University,Type2,CU7,R3,RA_RO1,S1,701-750,6,GRE2,Not Applicable,7,112,2.5,https://www.topuniversities.com/universities/gunma-university
100713,Indian Institute of Technology Bhubaneswar,Type2,CU33,R3,RA_RO1,S3,701-750,13,GRE2,Not Applicable,6,101,2.9,https://www.topuniversities.com/universities/indian-institute-technology-bhubaneswar
100714,Instituto Tecnológico de Buenos Aires (ITBA),Type1,CU16,R5,RA_RO3,S3,701-750,16,GRE2,Not Applicable,8.5,91,2.7,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba
100715,Istanbul Technical University,Type2,CU60,R3,RA_RO1,S2,701-750,13,GRE2,Not Applicable,8,93,2.9,https://www.topuniversities.com/universities/istanbul-technical-university
100716,Jouf University,Type2,CU26,R3,RA_RO4,S2,701-750,10,GRE2,Not Applicable,6.5,116,3.1,https://www.topuniversities.com/universities/jouf-university
100717,Lebanese University,Type2,CU40,R3,RA_RO4,S4,701-750,15,GRE2,Not Applicable,6.5,97,2.6,https://www.topuniversities.com/universities/lebanese-university
100718,Middlesex University,Type2,CU2,R2,RA_RO3,S2,701-750,17,GRE2,Not Applicable,8,105,2.9,https://www.topuniversities.com/universities/middlesex-university
100719,National Technical University of Ukraine ,Type2,CU61,R2,RA_RO1,S2,701-750,,GRE2,Not Applicable,7,91,3.3,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute
100720,New Jersey Institute of Technology (NJIT),Type2,CU1,R1,RA_RO1,S1,701-750,14,GRE4,309,7,102,2.8,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit
100721,Northumbria University at Newcastle,Type2,CU2,R2,RA_RO1,S2,701-750,15,GRE2,Not Applicable,6.5,110,3.3,https://www.topuniversities.com/universities/northumbria-university-newcastle
100722,Notre Dame University-Louaize NDU,Type1,CU40,R3,RA_RO3,S3,701-750,10,GRE2,Not Applicable,7,105,3.4,https://www.topuniversities.com/universities/notre-dame-university-louaize-ndu
100723,O.P. Jindal Global University,Type1,CU33,R3,RA_RO1,S1,701-750,8,GRE2,Not Applicable,8,93,3.2,https://www.topuniversities.com/universities/op-jindal-global-university
100724,Osaka Prefecture University ,Type2,CU7,R3,RA_RO1,S1,701-750,9,GRE2,Not Applicable,7.5,93,3.4,https://www.topuniversities.com/universities/osaka-prefecture-university
100725,Philipps-Universität Marburg ,Type2,CU12,R2,RA_RO3,S2,701-750,21,GRE2,Not Applicable,6.5,90,3,https://www.topuniversities.com/universities/philipps-universitat-marburg
100726,Plekhanov Russian University of Economics,Type2,CU18,R2,RA_RO1,S2,701-750,9,GRE2,Not Applicable,8.5,94,3.4,https://www.topuniversities.com/universities/plekhanov-russian-university-economics
100727,Politecnico di Bari,Type2,CU29,R2,RA_RO3,S3,701-750,8,GRE2,Not Applicable,9,95,2.9,https://www.topuniversities.com/universities/politecnico-di-bari
100728,Prince Mohammad Bin Fahd university,Type1,CU26,R3,RA_RO4,S3,701-750,14,GRE2,Not Applicable,7,102,3,https://www.topuniversities.com/universities/prince-mohammad-bin-fahd-university
100729,Saint Petersburg Electrotechnical University ETU-LETI,Type2,CU18,R2,RA_RO1,S1,701-750,9,GRE2,Not Applicable,9,104,2.6,https://www.topuniversities.com/universities/saint-petersburg-electrotechnical-university-etu-leti
100730,Stevens Institute of Technology,Type1,CU1,R1,RA_RO1,S1,701-750,20,GRE4,301,7.5,115,3.4,https://www.topuniversities.com/universities/stevens-institute-technology
100731,Sumy State University,Type2,CU61,R2,RA_RO3,S1,701-750,9,GRE2,Not Applicable,7.5,103,2.6,https://www.topuniversities.com/universities/sumy-state-university
100732,Tokyo Metropolitan University,Type2,CU7,R3,RA_RO1,S1,701-750,11,GRE2,Not Applicable,6.5,112,3.3,https://www.topuniversities.com/universities/tokyo-metropolitan-university
100733,Ufa State Aviation Technical University ,Type2,CU18,R2,RA_RO1,S1,701-750,7,GRE2,Not Applicable,6.5,95,2.9,https://www.topuniversities.com/universities/ufa-state-aviation-technical-university
100734,Universidad Central de Venezuela,Type2,CU70,R5,RA_RO4,S4,701-750,8,GRE2,Not Applicable,8,112,2.9,https://www.topuniversities.com/universities/universidad-central-de-venezuela
100735,Universidad Iberoamericana IBERO,Type1,CU25,R5,RA_RO4,S2,701-750,12,GRE2,Not Applicable,8.5,97,2.5,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero
100736,Universidad de La Sabana,Type1,CU39,R5,RA_RO4,S2,701-750,12,GRE2,Not Applicable,8,111,2.7,https://www.topuniversities.com/universities/universidad-de-la-sabana
100737,Universidad de San Andrés - UdeSA,Type1,CU16,R5,RA_RO4,S3,701-750,9,GRE2,Not Applicable,8.5,106,3.1,https://www.topuniversities.com/universities/universidad-de-san-andres-udesa
100738,Universidade de Santiago de Compostela,Type2,CU31,R2,RA_RO1,S2,701-750,15,GRE2,Not Applicable,7.5,90,3.1,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela
100739,Universitat Rovira i Virgili,Type2,CU31,R2,RA_RO3,S2,701-750,13,GRE2,Not Applicable,8.5,100,2.6,https://www.topuniversities.com/universities/universitat-rovira-i-virgili
100740,University of Bradford,Type2,CU2,R2,RA_RO1,S1,701-750,17,GRE2,Not Applicable,6.5,95,2.6,https://www.topuniversities.com/universities/university-bradford
100741,University of Haifa,Type2,CU35,R3,RA_RO1,S2,701-750,8,GRE2,Not Applicable,7,113,2.5,https://www.topuniversities.com/universities/university-haifa
100742,University of Houston,Type2,CU1,R1,RA_RO1,S4,701-750,22,GRE4,329,9,109,2.5,https://www.topuniversities.com/universities/university-houston
100743,University of Huddersfield,Type2,CU2,R2,RA_RO1,S2,701-750,18,GRE2,Not Applicable,7.5,95,2.5,https://www.topuniversities.com/universities/university-huddersfield
100744,University of Modena and Reggio Emilia,Type2,CU29,R2,RA_RO3,S2,701-750,31,GRE2,Not Applicable,6.5,101,2.9,https://www.topuniversities.com/universities/university-modena-reggio-emilia
100745,University of Southern Queensland ,Type2,CU9,R4,RA_RO1,S1,701-750,23,GRE2,Not Applicable,7,103,3.4,https://www.topuniversities.com/universities/university-southern-queensland
100746,University of Westminster,Type2,CU2,R2,RA_RO3,S2,701-750,20,GRE2,Not Applicable,7.5,107,3.3,https://www.topuniversities.com/universities/university-westminster
100747,University of Windsor,Type2,CU8,R1,RA_RO3,S2,701-750,41,GRE2,Not Applicable,7,117,3.1,https://www.topuniversities.com/universities/university-windsor
100748,University of the Basque Country,Type2,CU31,R2,RA_RO1,S4,701-750,11,GRE2,Not Applicable,8,111,2.7,https://www.topuniversities.com/universities/university-basque-country
100749,Universität Potsdam,Type2,CU12,R2,RA_RO1,S2,701-750,15,GRE2,Not Applicable,8,90,3.1,https://www.topuniversities.com/universities/universitat-potsdam
100750,Université Côte d'Azur,Type2,CU11,R2,RA_RO3,S4,701-750,23,GRE2,Not Applicable,8,111,2.6,https://www.topuniversities.com/universities/universite-cote-dazur
100751,Université de Sousse,Type2,CU71,R6,RA_RO4,S2,701-750,7,GRE2,Not Applicable,7.5,108,2.8,https://www.topuniversities.com/universities/universite-de-sousse
100752,Virginia Commonwealth University,Type2,CU1,R1,RA_RO1,S2,701-750,9,GRE4,301,7,94,3.2,https://www.topuniversities.com/universities/virginia-commonwealth-university
100753,American University of the Middle East,Type1,CU72,R3,RA_RO4,S1,751-800,13,GRE2,Not Applicable,9,113,2.8,https://www.topuniversities.com/universities/american-university-middle-east
100754,Belarusian National Technical University (BNTU),Type2,CU44,R2,RA_RO4,S2,751-800,8,GRE2,Not Applicable,8,93,2.8,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu
100755,Bournemouth University,Type2,CU2,R2,RA_RO3,S2,751-800,20,GRE2,Not Applicable,8.5,101,3,https://www.topuniversities.com/universities/bournemouth-university
100756,Chonnam National University,Type2,CU10,R3,RA_RO1,S2,751-800,9,GRE2,Not Applicable,9,115,2.9,https://www.topuniversities.com/universities/chonnam-national-university
100757,Chungnam National University,Type2,CU10,R3,RA_RO1,S2,751-800,10,GRE2,Not Applicable,9,90,2.5,https://www.topuniversities.com/universities/chungnam-national-university
100758,Clarkson University,Type1,CU1,R1,RA_RO1,S3,751-800,14,GRE1,Not Required,6,116,2.5,https://www.topuniversities.com/universities/clarkson-university
100759,Dankook University ,Type1,CU10,R3,RA_RO3,S2,751-800,8,GRE2,Not Applicable,7,94,2.9,https://www.topuniversities.com/universities/dankook-university
100760,Georgia State University,Type2,CU1,R1,RA_RO1,S4,751-800,24,GRE4,330,9,103,2.7,https://www.topuniversities.com/universities/georgia-state-university
100761,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Type2,CU42,R3,RA_RO1,S2,751-800,13,GRE2,Not Applicable,8.5,111,3,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya
100762,Instituto Politécnico Nacional (IPN),Type2,CU25,R5,RA_RO1,S4,751-800,16,GRE2,Not Applicable,6.5,100,2.5,https://www.topuniversities.com/universities/instituto-politecnico-nacional-ipn
100763,Instituto Tecnológico Autónomo de México (ITAM),Type1,CU25,R5,RA_RO3,S1,751-800,14,GRE2,Not Applicable,8.5,105,2.5,https://www.topuniversities.com/universities/instituto-tecnologico-autonomo-de-mexico-itam
100764,Jamia Millia Islamia,Type2,CU33,R3,RA_RO1,S1,751-800,9,GRE2,Not Applicable,6,114,3.4,https://www.topuniversities.com/universities/jamia-millia-islamia
100765,Jinan University (China),Type2,CU5,R3,RA_RO1,S4,751-800,17,GRE2,Not Applicable,9,91,2.8,https://www.topuniversities.com/universities/jinan-university-china
100766,Karaganda State Technical University,Type2,CU32,R3,RA_RO3,S1,751-800,6,GRE2,Not Applicable,8.5,99,3,https://www.topuniversities.com/universities/karaganda-state-technical-university
100767,Keele University ,Type2,CU2,R2,RA_RO1,S1,751-800,13,GRE2,Not Applicable,9,114,2.5,https://www.topuniversities.com/universities/keele-university
100768,Lanzhou University,Type2,CU5,R3,RA_RO1,S4,751-800,11,GRE2,Not Applicable,6,98,3.1,https://www.topuniversities.com/universities/lanzhou-university
100769,"Manipal Academy of Higher Education, Manipal, Karnataka, India",Type1,CU33,R3,RA_RO3,S2,751-800,9,GRE2,Not Applicable,6.5,113,2.6,https://www.topuniversities.com/universities/manipal-academy-higher-education-manipal-karnataka-india
100770,Maynooth University,Type2,CU22,R2,RA_RO1,S1,751-800,16,GRE2,Not Applicable,6.5,90,3.3,https://www.topuniversities.com/universities/maynooth-university
100771,Memorial University of Newfoundland,Type2,CU8,R1,RA_RO3,S2,751-800,15,GRE2,Not Applicable,6,105,3.4,https://www.topuniversities.com/universities/memorial-university-newfoundland
100772,Northwest University (China),Type2,CU5,R3,RA_RO1,S2,751-800,9,GRE2,Not Applicable,7,96,2.5,https://www.topuniversities.com/universities/northwest-university-china
100773,Pontificia Universidad Católica de Valparaíso,Type1,CU28,R5,RA_RO3,S2,751-800,20,GRE2,Not Applicable,9,90,2.5,https://www.topuniversities.com/universities/pontificia-universidad-catolica-de-valparaiso
100774,Princess Nourah bint Abdulrahman University,Type2,CU26,R3,RA_RO4,S2,751-800,12,GRE2,Not Applicable,8,111,2.8,https://www.topuniversities.com/universities/princess-nourah-bint-abdulrahman-university
100775,Riga Technical University,Type2,CU73,R2,RA_RO1,S1,751-800,12,GRE2,Not Applicable,9,95,2.8,https://www.topuniversities.com/universities/riga-technical-university
100776,Ritsumeikan University,Type1,CU7,R3,RA_RO3,S4,751-800,17,GRE2,Not Applicable,9,100,2.9,https://www.topuniversities.com/universities/ritsumeikan-university
100777,Shiraz University,Type2,CU51,R3,RA_RO1,S2,751-800,19,GRE2,Not Applicable,7.5,94,3.1,https://www.topuniversities.com/universities/shiraz-university
100778,Southern Cross University ,Type2,CU9,R4,RA_RO1,S1,751-800,22,GRE2,Not Applicable,8.5,104,3.2,https://www.topuniversities.com/universities/southern-cross-university
100779,Tallinn University of Technology (TalTech),Type2,CU46,R2,RA_RO1,S1,751-800,12,GRE2,Not Applicable,8.5,98,2.8,https://www.topuniversities.com/universities/tallinn-university-technology-taltech
100780,Temple University,Type2,CU1,R1,RA_RO1,S4,751-800,12,GRE4,330,7.5,102,2.6,https://www.topuniversities.com/universities/temple-university
100781,Universidad Adolfo Ibáñez,Type1,CU28,R5,RA_RO1,S1,751-800,21,GRE2,Not Applicable,6,114,2.6,https://www.topuniversities.com/universities/universidad-adolfo-ibanez
100782,Universidad San Francisco de Quito (USFQ),Type1,CU74,R5,RA_RO4,S1,751-800,11,GRE2,Not Applicable,6,110,2.8,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq
100783,Universidad Torcuato Di Tella,Type1,CU16,R5,RA_RO3,S3,751-800,13,GRE2,Not Applicable,7.5,115,2.8,https://www.topuniversities.com/universities/universidad-torcuato-di-tella
100784,Universidad de la República (Udelar),Type2,CU58,R5,RA_RO3,S4,751-800,12,GRE2,Not Applicable,8,113,2.9,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar
100785,Universidad del Rosario,Type1,CU39,R5,RA_RO1,S1,751-800,13,GRE2,Not Applicable,9,112,2.8,https://www.topuniversities.com/universities/universidad-del-rosario
100786,Universidade Federal do Rio Grande Do Sul ,Type2,CU27,R5,RA_RO1,S4,751-800,13,GRE2,Not Applicable,8.5,103,3.3,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul
100787,Universiti Tenaga Nasional (UNITEN),Type1,CU14,R3,RA_RO1,S3,751-800,10,GRE2,Not Applicable,8,117,3.2,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten
100788,University Duesseldorf,Type2,CU12,R2,RA_RO3,S4,751-800,9,GRE2,Not Applicable,8,100,2.7,https://www.topuniversities.com/universities/university-duesseldorf
100789,University at Albany SUNY,Type2,CU1,R1,RA_RO1,S2,751-800,19,GRE3,320,7.5,103,3.1,https://www.topuniversities.com/universities/university-albany-suny
100790,University of Brescia,Type2,CU29,R2,RA_RO1,S1,751-800,20,GRE2,Not Applicable,7,116,3,https://www.topuniversities.com/universities/university-brescia
100791,University of Central Florida,Type2,CU1,R1,RA_RO1,S4,751-800,25,GRE1,Not Required,7,91,2.7,https://www.topuniversities.com/universities/university-central-florida
100792,University of Denver,Type1,CU1,R1,RA_RO1,S1,751-800,10,GRE4,292,8.5,109,3.3,https://www.topuniversities.com/universities/university-denver1
100793,University of Greenwich,Type2,CU2,R2,RA_RO3,S2,751-800,19,GRE2,Not Applicable,8,117,3.4,https://www.topuniversities.com/universities/university-greenwich
100794,"University of Maryland, Baltimore County",Type2,CU1,R1,RA_RO3,S1,751-800,14,GRE1,Not Required,9,101,3.1,https://www.topuniversities.com/universities/university-maryland-baltimore-county
100795,University of Zagreb,Type2,CU75,R2,RA_RO1,S4,751-800,11,GRE2,Not Applicable,8.5,96,2.8,https://www.topuniversities.com/universities/university-zagreb
100796,Università degli Studi di Perugia,Type2,CU29,R2,RA_RO1,S2,751-800,24,GRE2,Not Applicable,7,106,3.3,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia
100797,Université de Sherbrooke,Type2,CU8,R1,RA_RO3,S2,751-800,12,GRE2,Not Applicable,9,113,2.5,https://www.topuniversities.com/universities/universite-de-sherbrooke
100798,Vilnius Gediminas Technical University (VILNIUS TECH),Type2,CU54,R2,RA_RO1,S1,751-800,10,GRE2,Not Applicable,6,106,2.8,https://www.topuniversities.com/universities/vilnius-gediminas-technical-university-vilnius-tech
100799,Worcester Polytechnic Institute,Type1,CU1,R1,RA_RO1,S1,751-800,14,GRE3,328,9,110,3.1,https://www.topuniversities.com/universities/worcester-polytechnic-institute
100800,AGH University of Science and Technology,Type2,CU47,R2,RA_RO1,S2,801-1000,10,GRE2,Not Applicable,7,114,2.8,https://www.topuniversities.com/universities/agh-university-science-technology
100801,Academician Y.A. Buketov Karaganda University,Type1,CU32,R3,RA_RO3,S1,801-1000,9,GRE2,Not Applicable,7.5,95,2.6,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university
100802,"Adam Mickiewicz University, Poznań",Type2,CU47,R2,RA_RO1,S4,801-1000,12,GRE2,Not Applicable,7,116,2.9,https://www.topuniversities.com/universities/adam-mickiewicz-university-poznan
100803,Ain Shams University ,Type2,CU57,R6,RA_RO3,S4,801-1000,14,GRE2,Not Applicable,7.5,110,3.3,https://www.topuniversities.com/universities/ain-shams-university
100804,Ankara Üniversitesi,Type2,CU60,R3,RA_RO3,S4,801-1000,17,GRE2,Not Applicable,9,111,2.6,https://www.topuniversities.com/universities/ankara-universitesi
100805,Anna University,Type2,CU33,R3,RA_RO1,S2,801-1000,21,GRE2,Not Applicable,6.5,116,2.9,https://www.topuniversities.com/universities/anna-university
100806,Auburn University,Type2,CU1,R1,RA_RO1,S2,801-1000,18,GRE1,Not Required,8.5,100,3.4,https://www.topuniversities.com/universities/auburn-university
100807,Australian Catholic University,Type2,CU9,R4,RA_RO1,S2,801-1000,21,GRE2,Not Applicable,6,96,3,https://www.topuniversities.com/universities/australian-catholic-university
100808,Bangladesh University of Engineering and Technology,Type2,CU76,R3,RA_RO1,S1,801-1000,13,GRE2,Not Applicable,9,94,3.3,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology
100809,Beijing Foreign Studies University,Type2,CU5,R3,RA_RO1,S1,801-1000,11,GRE2,Not Applicable,7,115,3.4,https://www.topuniversities.com/universities/beijing-foreign-studies-university
100810,Beijing Jiaotong University,Type2,CU5,R3,RA_RO1,S2,801-1000,13,GRE2,Not Applicable,9,95,3.2,https://www.topuniversities.com/universities/beijing-jiaotong-university
100811,Beijing University of Chinese Medicine,Type2,CU5,R3,RA_RO3,S1,801-1000,10,GRE2,Not Applicable,8,95,3.4,https://www.topuniversities.com/universities/beijing-university-chinese-medicine
100812,Beijing University of Posts and Telecommunications,Type2,CU5,R3,RA_RO1,S2,801-1000,14,GRE2,Not Applicable,7,96,3,https://www.topuniversities.com/universities/beijing-university-posts-telecommunications
100813,Beirut Arab University ,Type1,CU40,R3,RA_RO4,S1,801-1000,12,GRE2,Not Applicable,7.5,111,2.8,https://www.topuniversities.com/universities/beirut-arab-university
100814,Bielefeld University,Type2,CU12,R2,RA_RO1,S2,801-1000,17,GRE2,Not Applicable,8,107,2.8,https://www.topuniversities.com/universities/bielefeld-university
100815,Binghamton University SUNY,Type2,CU1,R1,RA_RO1,S2,801-1000,20,GRE1,Not Required,6.5,93,3,https://www.topuniversities.com/universities/binghamton-university-suny
100816,Budapest University of Technology and Economics,Type2,CU63,R2,RA_RO1,S2,801-1000,14,GRE2,Not Applicable,9,115,3,https://www.topuniversities.com/universities/budapest-university-technology-economics
